video_path,category,actual_label,predicted_label,prediction_probability,evidence_type,feature,feature_family,feature_value,shap_value,direction
Dataset\Video\FaceShifter\791_770.mp4,FaceShifter,FAKE,FAKE,0.5853,Top REAL Evidence,h_hist_3_max,Color (HSV),0.189148,-0.357944,Pushes REAL
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top FAKE Evidence,lbp_hist_1_std,Texture (LBP & Gray),0.004272,0.756593,Pushes FAKE
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top FAKE Evidence,h_mean_min,Color (HSV),109.251709,0.663524,Pushes FAKE
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top FAKE Evidence,h_hist_7_std,Color (HSV),0.021099,0.503612,Pushes FAKE
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top FAKE Evidence,lbp_hist_5_min,Texture (LBP & Gray),0.230377,0.469841,Pushes FAKE
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top FAKE Evidence,v_hist_6_std,Color (HSV),0.015642,0.444552,Pushes FAKE
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top FAKE Evidence,s_hist_3_mean,Color (HSV),0.030354,0.443146,Pushes FAKE
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top FAKE Evidence,edge_std_mean,Edge (Canny),61.25197,0.43781,Pushes FAKE
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top FAKE Evidence,s_hist_6_min,Color (HSV),0.0,0.420662,Pushes FAKE
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top FAKE Evidence,h_std_mean,Color (HSV),38.314763,0.416413,Pushes FAKE
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top FAKE Evidence,lbp_hist_5_std,Texture (LBP & Gray),0.011599,0.39008,Pushes FAKE
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top REAL Evidence,v_hist_4_mean,Color (HSV),0.567978,-1.693088,Pushes REAL
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top REAL Evidence,lbp_hist_6_min,Texture (LBP & Gray),0.065186,-1.023465,Pushes REAL
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top REAL Evidence,lbp_hist_6_max,Texture (LBP & Gray),0.072128,-0.822938,Pushes REAL
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top REAL Evidence,s_std_mean,Color (HSV),26.033087,-0.768258,Pushes REAL
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top REAL Evidence,s_std_max,Color (HSV),27.054366,-0.677123,Pushes REAL
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top REAL Evidence,v_hist_0_min,Color (HSV),0.000153,-0.569849,Pushes REAL
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top REAL Evidence,h_hist_3_max,Color (HSV),0.257965,-0.546902,Pushes REAL
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top REAL Evidence,glcm_dissimilarity_std,Texture (GLCM),0.031178,-0.537843,Pushes REAL
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top REAL Evidence,s_hist_2_mean,Color (HSV),0.215712,-0.466616,Pushes REAL
Dataset\Video\FaceShifter\890_837.mp4,FaceShifter,FAKE,REAL,0.938,Top REAL Evidence,h_hist_7_min,Color (HSV),0.184937,-0.443487,Pushes REAL
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top FAKE Evidence,v_hist_6_std,Color (HSV),0.054136,2.358748,Pushes FAKE
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top FAKE Evidence,h_hist_1_min,Color (HSV),0.437729,0.994706,Pushes FAKE
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top FAKE Evidence,v_hist_5_mean,Color (HSV),0.437152,0.761294,Pushes FAKE
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top FAKE Evidence,v_hist_5_std,Color (HSV),0.04031,0.76081,Pushes FAKE
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top FAKE Evidence,v_hist_5_max,Color (HSV),0.50618,0.733793,Pushes FAKE
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top FAKE Evidence,edge_std_mean,Edge (Canny),60.335381,0.472681,Pushes FAKE
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top FAKE Evidence,h_hist_1_mean,Color (HSV),0.507227,0.435746,Pushes FAKE
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top FAKE Evidence,s_hist_5_std,Color (HSV),0.018921,0.435588,Pushes FAKE
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top FAKE Evidence,lbp_hist_0_std,Texture (LBP & Gray),0.000554,0.431317,Pushes FAKE
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top FAKE Evidence,lbp_hist_1_max,Texture (LBP & Gray),0.037598,0.426477,Pushes FAKE
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top REAL Evidence,s_hist_5_mean,Color (HSV),0.279779,-0.891942,Pushes REAL
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top REAL Evidence,s_hist_5_min,Color (HSV),0.230042,-0.801673,Pushes REAL
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top REAL Evidence,glcm_correlation_max,Texture (GLCM),0.980762,-0.489699,Pushes REAL
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top REAL Evidence,lbp_hist_1_std,Texture (LBP & Gray),0.001086,-0.479186,Pushes REAL
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top REAL Evidence,s_hist_5_max,Color (HSV),0.295639,-0.462569,Pushes REAL
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top REAL Evidence,h_mean_min,Color (HSV),45.898575,-0.459049,Pushes REAL
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top REAL Evidence,lbp_hist_9_mean,Texture (LBP & Gray),0.047562,-0.442266,Pushes REAL
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top REAL Evidence,lbp_hist_9_min,Texture (LBP & Gray),0.045197,-0.438398,Pushes REAL
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top REAL Evidence,glcm_energy_max,Texture (GLCM),0.222777,-0.433355,Pushes REAL
Dataset\Video\FaceSwap\044_945.mp4,FaceSwap,FAKE,FAKE,0.9985,Top REAL Evidence,glcm_dissimilarity_std,Texture (GLCM),0.04649,-0.420379,Pushes REAL
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top FAKE Evidence,lbp_hist_5_min,Texture (LBP & Gray),0.250458,0.862254,Pushes FAKE
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top FAKE Evidence,v_hist_5_mean,Color (HSV),0.393668,0.652667,Pushes FAKE
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top FAKE Evidence,edge_std_mean,Edge (Canny),57.769869,0.570285,Pushes FAKE
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top FAKE Evidence,v_hist_5_max,Color (HSV),0.399643,0.516591,Pushes FAKE
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top FAKE Evidence,gray_mean_min,Texture (LBP & Gray),145.156326,0.492112,Pushes FAKE
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top FAKE Evidence,s_hist_3_mean,Color (HSV),0.021793,0.485124,Pushes FAKE
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top FAKE Evidence,h_std_max,Color (HSV),73.389665,0.468112,Pushes FAKE
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top FAKE Evidence,h_hist_4_max,Color (HSV),0.024063,0.463217,Pushes FAKE
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top FAKE Evidence,lbp_hist_0_std,Texture (LBP & Gray),0.000517,0.457939,Pushes FAKE
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top FAKE Evidence,v_hist_5_min,Color (HSV),0.386261,0.441774,Pushes FAKE
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top REAL Evidence,h_hist_7_min,Color (HSV),0.359909,-1.087244,Pushes REAL
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top REAL Evidence,h_std_mean,Color (HSV),72.942572,-1.072854,Pushes REAL
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top REAL Evidence,s_std_mean,Color (HSV),24.532167,-0.79913,Pushes REAL
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top REAL Evidence,s_std_max,Color (HSV),25.242018,-0.708803,Pushes REAL
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top REAL Evidence,glcm_dissimilarity_std,Texture (GLCM),0.013413,-0.674129,Pushes REAL
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top REAL Evidence,lbp_hist_2_max,Texture (LBP & Gray),0.013626,-0.649586,Pushes REAL
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top REAL Evidence,lbp_hist_5_mean,Texture (LBP & Gray),0.257161,-0.636956,Pushes REAL
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top REAL Evidence,v_hist_6_min,Color (HSV),0.230255,-0.603657,Pushes REAL
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top REAL Evidence,h_hist_7_max,Color (HSV),0.391251,-0.525612,Pushes REAL
Dataset\Video\FaceSwap\046_904.mp4,FaceSwap,FAKE,FAKE,0.6269,Top REAL Evidence,v_hist_0_min,Color (HSV),0.010925,-0.524227,Pushes REAL
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top FAKE Evidence,lbp_hist_5_min,Texture (LBP & Gray),0.26033,1.055181,Pushes FAKE
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top FAKE Evidence,v_hist_2_min,Color (HSV),0.208481,0.623718,Pushes FAKE
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top FAKE Evidence,h_mean_min,Color (HSV),100.358887,0.50595,Pushes FAKE
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top FAKE Evidence,v_hist_1_min,Color (HSV),0.244202,0.490608,Pushes FAKE
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top FAKE Evidence,lbp_hist_1_max,Texture (LBP & Gray),0.036835,0.451369,Pushes FAKE
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top FAKE Evidence,lbp_hist_0_std,Texture (LBP & Gray),0.000625,0.380318,Pushes FAKE
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top FAKE Evidence,s_hist_3_min,Color (HSV),0.203278,0.356602,Pushes FAKE
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top FAKE Evidence,glcm_energy_max,Texture (GLCM),0.113564,0.355227,Pushes FAKE
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top FAKE Evidence,v_hist_4_mean,Color (HSV),0.051691,0.332552,Pushes FAKE
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top FAKE Evidence,lbp_hist_7_std,Texture (LBP & Gray),0.001366,0.331518,Pushes FAKE
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top REAL Evidence,lbp_hist_5_mean,Texture (LBP & Gray),0.265352,-0.768847,Pushes REAL
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top REAL Evidence,dct_high_energy_std,Frequency (DCT),40.45174,-0.675667,Pushes REAL
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top REAL Evidence,lbp_hist_7_mean,Texture (LBP & Gray),0.04989,-0.478984,Pushes REAL
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top REAL Evidence,lbp_hist_9_min,Texture (LBP & Gray),0.043915,-0.476048,Pushes REAL
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top REAL Evidence,glcm_correlation_std,Texture (GLCM),0.009329,-0.470044,Pushes REAL
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top REAL Evidence,lbp_hist_9_mean,Texture (LBP & Gray),0.04716,-0.451625,Pushes REAL
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top REAL Evidence,v_hist_2_mean,Color (HSV),0.212506,-0.437807,Pushes REAL
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top REAL Evidence,lbp_hist_1_std,Texture (LBP & Gray),0.001212,-0.430341,Pushes REAL
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top REAL Evidence,s_hist_3_mean,Color (HSV),0.208116,-0.428422,Pushes REAL
Dataset\Video\FaceSwap\163_031.mp4,FaceSwap,FAKE,REAL,0.8482,Top REAL Evidence,lbp_hist_2_max,Texture (LBP & Gray),0.01712,-0.417377,Pushes REAL
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top FAKE Evidence,lbp_hist_5_min,Texture (LBP & Gray),0.288315,1.602055,Pushes FAKE
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top FAKE Evidence,h_std_mean,Color (HSV),21.62075,1.134387,Pushes FAKE
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top FAKE Evidence,v_hist_2_min,Color (HSV),0.2603,0.932105,Pushes FAKE
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top FAKE Evidence,s_hist_3_min,Color (HSV),0.296127,0.709617,Pushes FAKE
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top FAKE Evidence,h_hist_0_min,Color (HSV),0.89769,0.645401,Pushes FAKE
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top FAKE Evidence,edge_std_mean,Edge (Canny),56.81664,0.606551,Pushes FAKE
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top FAKE Evidence,v_hist_2_max,Color (HSV),0.297791,0.606489,Pushes FAKE
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top FAKE Evidence,lbp_hist_1_max,Texture (LBP & Gray),0.033722,0.552928,Pushes FAKE
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top FAKE Evidence,lbp_hist_4_max,Texture (LBP & Gray),0.334854,0.548007,Pushes FAKE
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top FAKE Evidence,s_hist_3_max,Color (HSV),0.332825,0.489014,Pushes FAKE
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top REAL Evidence,lbp_hist_5_mean,Texture (LBP & Gray),0.296983,-1.27818,Pushes REAL
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top REAL Evidence,h_mean_min,Color (HSV),16.620499,-0.977836,Pushes REAL
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top REAL Evidence,s_hist_3_mean,Color (HSV),0.306834,-0.912439,Pushes REAL
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top REAL Evidence,s_hist_2_mean,Color (HSV),0.291269,-0.894302,Pushes REAL
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top REAL Evidence,lbp_hist_9_min,Texture (LBP & Gray),0.032211,-0.819825,Pushes REAL
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top REAL Evidence,lbp_hist_9_mean,Texture (LBP & Gray),0.034628,-0.74391,Pushes REAL
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top REAL Evidence,v_hist_2_mean,Color (HSV),0.277585,-0.741212,Pushes REAL
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top REAL Evidence,lbp_hist_5_max,Texture (LBP & Gray),0.301849,-0.490448,Pushes REAL
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top REAL Evidence,lbp_hist_9_max,Texture (LBP & Gray),0.037247,-0.487435,Pushes REAL
Dataset\Video\FaceSwap\284_263.mp4,FaceSwap,FAKE,FAKE,0.7972,Top REAL Evidence,h_mean_max,Color (HSV),20.119598,-0.473783,Pushes REAL
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top FAKE Evidence,lbp_hist_3_max,Texture (LBP & Gray),0.128143,0.853713,Pushes FAKE
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top FAKE Evidence,lbp_hist_3_mean,Texture (LBP & Gray),0.125009,0.775836,Pushes FAKE
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top FAKE Evidence,h_hist_7_std,Color (HSV),0.024892,0.663241,Pushes FAKE
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top FAKE Evidence,glcm_energy_max,Texture (GLCM),0.079639,0.60018,Pushes FAKE
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top FAKE Evidence,lbp_hist_8_min,Texture (LBP & Gray),0.081345,0.518315,Pushes FAKE
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top FAKE Evidence,v_hist_6_std,Color (HSV),0.016721,0.498191,Pushes FAKE
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top FAKE Evidence,s_std_std,Color (HSV),4.284299,0.449753,Pushes FAKE
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top FAKE Evidence,v_hist_1_std,Color (HSV),0.039271,0.412816,Pushes FAKE
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top FAKE Evidence,lbp_hist_2_max,Texture (LBP & Gray),0.029541,0.408028,Pushes FAKE
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top FAKE Evidence,lbp_hist_4_max,Texture (LBP & Gray),0.301651,0.398144,Pushes FAKE
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top REAL Evidence,h_mean_std,Color (HSV),6.958052,-0.879752,Pushes REAL
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top REAL Evidence,lbp_hist_6_min,Texture (LBP & Gray),0.062607,-0.863873,Pushes REAL
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top REAL Evidence,lbp_hist_6_max,Texture (LBP & Gray),0.065887,-0.529662,Pushes REAL
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top REAL Evidence,h_hist_2_std,Color (HSV),0.016926,-0.431418,Pushes REAL
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top REAL Evidence,glcm_energy_mean,Texture (GLCM),0.076057,-0.413564,Pushes REAL
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top REAL Evidence,v_hist_0_min,Color (HSV),0.039627,-0.402677,Pushes REAL
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top REAL Evidence,v_hist_2_mean,Color (HSV),0.183044,-0.300453,Pushes REAL
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top REAL Evidence,h_std_mean,Color (HSV),54.255906,-0.269181,Pushes REAL
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top REAL Evidence,lbp_hist_6_std,Texture (LBP & Gray),0.001144,-0.263122,Pushes REAL
Dataset\Video\FaceSwap\352_319.mp4,FaceSwap,FAKE,FAKE,0.8212,Top REAL Evidence,h_mean_min,Color (HSV),57.23848,-0.258114,Pushes REAL
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top FAKE Evidence,lbp_hist_5_min,Texture (LBP & Gray),0.253098,0.91384,Pushes FAKE
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top FAKE Evidence,h_hist_4_max,Color (HSV),0.023987,0.463354,Pushes FAKE
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top FAKE Evidence,glcm_energy_max,Texture (GLCM),0.101046,0.445613,Pushes FAKE
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top FAKE Evidence,h_hist_0_min,Color (HSV),0.666168,0.400699,Pushes FAKE
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top FAKE Evidence,lbp_hist_7_std,Texture (LBP & Gray),0.001258,0.375225,Pushes FAKE
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top FAKE Evidence,v_mean_min,Color (HSV),152.692062,0.374196,Pushes FAKE
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top FAKE Evidence,s_mean_mean,Color (HSV),149.723431,0.352717,Pushes FAKE
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top FAKE Evidence,v_hist_5_mean,Color (HSV),0.265617,0.33279,Pushes FAKE
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top FAKE Evidence,lbp_hist_8_min,Texture (LBP & Gray),0.124481,0.330836,Pushes FAKE
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top FAKE Evidence,dct_mid_energy_std,Frequency (DCT),54.094671,0.29209,Pushes FAKE
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top REAL Evidence,lbp_hist_5_mean,Texture (LBP & Gray),0.266748,-0.791328,Pushes REAL
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top REAL Evidence,glcm_dissimilarity_std,Texture (GLCM),0.015542,-0.657795,Pushes REAL
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top REAL Evidence,s_hist_5_min,Color (HSV),0.182556,-0.590145,Pushes REAL
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top REAL Evidence,s_hist_5_mean,Color (HSV),0.189134,-0.528551,Pushes REAL
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top REAL Evidence,v_hist_0_min,Color (HSV),0.02182,-0.478089,Pushes REAL
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top REAL Evidence,lbp_hist_6_min,Texture (LBP & Gray),0.056259,-0.471032,Pushes REAL
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top REAL Evidence,h_mean_min,Color (HSV),45.936844,-0.458371,Pushes REAL
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top REAL Evidence,lbp_hist_3_std,Texture (LBP & Gray),0.001141,-0.398269,Pushes REAL
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top REAL Evidence,h_std_mean,Color (HSV),56.614054,-0.3706,Pushes REAL
Dataset\Video\FaceSwap\367_371.mp4,FaceSwap,FAKE,REAL,0.8466,Top REAL Evidence,s_hist_0_std,Color (HSV),0.001647,-0.35932,Pushes REAL
Dataset\Video\FaceSwap\618_629.mp4,FaceSwap,FAKE,REAL,0.9896,Top FAKE Evidence,lbp_hist_5_min,Texture (LBP & Gray),0.291046,1.65543,Pushes FAKE
Dataset\Video\FaceSwap\618_629.mp4,FaceSwap,FAKE,REAL,0.9896,Top FAKE Evidence,lbp_hist_3_std,Texture (LBP & Gray),0.005749,0.780024,Pushes FAKE
Dataset\Video\FaceSwap\618_629.mp4,FaceSwap,FAKE,REAL,0.9896,Top FAKE Evidence,edge_std_mean,Edge (Canny),53.649707,0.727035,Pushes FAKE
Dataset\Video\FaceSwap\618_629.mp4,FaceSwap,FAKE,REAL,0.9896,Top FAKE Evidence,lbp_hist_5_std,Texture (LBP & Gray),0.014282,0.654196,Pushes FAKE
Dataset\Video\FaceSwap\618_629.mp4,FaceSwap,FAKE,REAL,0.9896,Top FAKE Evidence,lbp_hist_4_std,Texture (LBP & Gray),0.016403,0.620717,Pushes FAKE
Dataset\Video\FaceSwap\618_629.mp4,FaceSwap,FAKE,REAL,0.9896,Top FAKE Evidence,lbp_hist_6_std,Texture (LBP & Gray),0.003054,0.563226,Pushes FAKE
Dataset\Video\FaceSwap\618_629.mp4,FaceSwap,FAKE,REAL,0.9896,Top FAKE Evidence,lbp_hist_1_max,Texture (LBP & Gray),0.034912,0.514097,Pushes FAKE
Dataset\Video\FaceSwap\618_629.mp4,FaceSwap,FAKE,REAL,0.9896,Top FAKE Evidence,s_hist_5_std,Color (HSV),0.021039,0.500472,Pushes FAKE
Dataset\Video\FaceSwap\618_629.mp4,FaceSwap,FAKE,REAL,0.9896,Top FAKE Evidence,v_hist_3_min,Color (HSV),0.454483,0.478224,Pushes FAKE
